season,date,home,away,home goals,away goals,home->away,away->home
2003,2003-03-29,Athletico PR,Grêmio,2,0,3,0
2003,2003-03-29,Guarani,Vasco da Gama,4,2,3,0
2003,2003-03-30,Corinthians,Atlético MG,0,3,0,3
2003,2003-03-30,Goiás,Paysandu,2,2,1,1
2003,2003-03-30,Criciúma,Fluminense,2,0,3,0
2003,2003-03-30,Cruzeiro,São Caetano,2,2,1,1
2003,2003-03-30,Flamengo,Coritiba,1,1,1,1
2003,2003-03-30,Fortaleza,Bahia,0,0,1,1
2003,2003-03-30,Internacional,Ponte Preta,1,1,1,1
2003,2003-03-30,Juventude,São Paulo,2,2,1,1
2003,2003-03-30,Santos,Paraná,2,2,1,1
2003,2003-03-30,Vitória,Figueirense,1,1,1,1
2003,2003-04-05,Fluminense,Fortaleza,1,1,1,1
2003,2003-04-05,Atlético MG,Santos,0,0,1,1
2003,2003-04-05,Grêmio,Guarani,3,1,3,0
2003,2003-04-05,Coritiba,Internacional,0,1,0,3
2003,2003-04-06,Bahia,Flamengo,1,2,0,3
2003,2003-04-06,Vasco da Gama,Goiás,6,4,3,0
2003,2003-04-06,Figueirense,Corinthians,3,3,1,1
2003,2003-04-06,São Paulo,Cruzeiro,2,4,0,3
2003,2003-04-06,Paysandu,Vitória,1,2,0,3
2003,2003-04-06,Ponte Preta,Juventude,1,0,3,0
2003,2003-04-06,Paraná,Athletico PR,3,0,3,0
2003,2003-04-06,São Caetano,Criciúma,3,2,3,0
2003,2003-04-09,Paysandu,Santos,2,1,3,0
2003,2003-04-12,Internacional,Bahia,2,0,3,0
2003,2003-04-12,Athletico PR,Atlético MG,1,2,0,3
2003,2003-04-12,Corinthians,Paysandu,6,1,3,0
2003,2003-04-12,Santos,Figueirense,2,0,3,0
2003,2003-04-13,Cruzeiro,Ponte Preta,3,0,3,0
2003,2003-04-13,Vitória,Vasco da Gama,2,1,3,0
2003,2003-04-13,Flamengo,Fluminense,4,1,3,0
2003,2003-04-13,Criciúma,São Paulo,1,1,1,1
2003,2003-04-13,Fortaleza,São Caetano,1,1,1,1
2003,2003-04-13,Juventude,Coritiba,2,1,3,0
2003,2003-04-13,Guarani,Paraná,2,0,3,0
2003,2003-04-13,Goiás,Grêmio,1,1,1,1
2003,2003-04-16,São Caetano,Flamengo,1,1,1,1
2003,2003-04-16,Vasco da Gama,Corinthians,2,2,1,1
2003,2003-04-16,Bahia,Juventude,3,1,3,0
2003,2003-04-16,Grêmio,Vitória,2,1,3,0
2003,2003-04-16,Coritiba,Cruzeiro,3,4,0,3
2003,2003-04-16,Atlético MG,Guarani,3,2,3,0
2003,2003-04-16,Figueirense,Athletico PR,1,1,1,1
2003,2003-04-16,Ponte Preta,Criciúma,1,1,1,1
2003,2003-04-17,Fluminense,Internacional,3,1,3,0
2003,2003-04-17,Paraná,Goiás,3,1,3,0
2003,2003-04-17,São Paulo,Fortaleza,3,1,3,0
2003,2003-04-19,Flamengo,Santos,0,2,0,3
2003,2003-04-19,Bahia,Atlético MG,2,4,0,3
2003,2003-04-19,São Caetano,Grêmio,1,1,1,1
2003,2003-04-20,São Paulo,Vasco da Gama,3,1,3,0
2003,2003-04-20,Fluminense,Paraná,0,0,1,1
2003,2003-04-20,Cruzeiro,Goiás,4,1,3,0
2003,2003-04-20,Internacional,Corinthians,2,1,3,0
2003,2003-04-20,Ponte Preta,Paysandu,4,4,1,1
2003,2003-04-20,Fortaleza,Athletico PR,1,0,3,0
2003,2003-04-20,Juventude,Vitória,1,1,1,1
2003,2003-04-20,Criciúma,Guarani,1,0,3,0
2003,2003-04-21,Coritiba,Figueirense,1,0,3,0
2003,2003-04-26,Atlético MG,Coritiba,1,2,0,3
2003,2003-04-26,Paraná,Bahia,3,1,3,0
2003,2003-04-26,Guarani,Cruzeiro,1,1,1,1
2003,2003-04-26,Vitória,Internacional,0,3,0,3
2003,2003-04-27,Grêmio,Fluminense,0,1,0,3
2003,2003-04-27,Corinthians,Flamengo,1,1,1,1
2003,2003-04-27,Vasco da Gama,São Caetano,1,0,3,0
2003,2003-04-27,Goiás,Juventude,7,0,3,0
2003,2003-04-27,Paysandu,São Paulo,5,2,3,0
2003,2003-04-27,Santos,Fortaleza,4,0,3,0
2003,2003-04-27,Athletico PR,Criciúma,5,2,3,0
2003,2003-04-27,Figueirense,Ponte Preta,0,0,1,1
2003,2003-05-03,Bahia,Grêmio,2,1,3,0
2003,2003-05-03,Cruzeiro,Athletico PR,5,2,3,0
2003,2003-05-03,Flamengo,Vitória,2,1,3,0
2003,2003-05-04,Coritiba,Paraná,2,1,3,0
2003,2003-05-04,Criciúma,Santos,1,3,0,3
2003,2003-05-04,Fluminense,Vasco da Gama,0,0,1,1
2003,2003-05-04,Fortaleza,Corinthians,1,2,0,3
2003,2003-05-04,Internacional,Goiás,2,1,3,0
2003,2003-05-04,Juventude,Guarani,1,1,1,1
2003,2003-05-04,Ponte Preta,Atlético MG,2,1,3,0
2003,2003-05-04,São Caetano,Paysandu,2,0,3,0
2003,2003-05-04,São Paulo,Figueirense,3,2,3,0
2003,2003-05-10,Corinthians,Criciúma,3,0,3,0
2003,2003-05-10,Goiás,Flamengo,1,1,1,1
2003,2003-05-10,Paraná,Ponte Preta,3,2,3,0
2003,2003-05-10,Santos,Cruzeiro,0,2,0,3
2003,2003-05-11,Atlético MG,São Paulo,2,2,1,1
2003,2003-05-11,Athletico PR,Juventude,2,0,3,0
2003,2003-05-11,Figueirense,São Caetano,3,0,3,0
2003,2003-05-11,Grêmio,Coritiba,1,0,3,0
2003,2003-05-11,Guarani,Internacional,3,0,3,0
2003,2003-05-11,Paysandu,Fluminense,2,2,1,1
2003,2003-05-11,Vasco da Gama,Bahia,1,1,1,1
2003,2003-05-11,Vitória,Fortaleza,2,1,3,0
2003,2003-05-17,Juventude,Santos,1,1,1,1
2003,2003-05-17,Fluminense,Figueirense,3,0,3,0
2003,2003-05-17,São Caetano,Atlético MG,2,0,3,0
2003,2003-05-18,Bahia,Paysandu,2,0,3,0
2003,2003-05-18,São Paulo,Paraná,2,0,3,0
2003,2003-05-18,Coritiba,Vasco da Gama,1,1,1,1
2003,2003-05-18,Criciúma,Vitória,1,1,1,1
2003,2003-05-18,Cruzeiro,Corinthians,1,1,1,1
2003,2003-05-18,Flamengo,Guarani,1,1,1,1
2003,2003-05-18,Fortaleza,Goiás,1,0,3,0
2003,2003-05-18,Internacional,Athletico PR,1,1,1,1
2003,2003-05-18,Ponte Preta,Grêmio,2,1,3,0
2003,2003-05-24,Atlético MG,Fluminense,3,0,3,0
2003,2003-05-24,Corinthians,Juventude,3,0,3,0
2003,2003-05-24,Paraná,São Caetano,1,1,1,1
2003,2003-05-24,Vasco da Gama,Ponte Preta,1,0,3,0
2003,2003-05-25,Athletico PR,Flamengo,4,1,3,0
2003,2003-05-25,Figueirense,Bahia,1,0,3,0
2003,2003-05-25,Goiás,Criciúma,0,2,0,3
2003,2003-05-25,Grêmio,São Paulo,1,2,0,3
2003,2003-05-25,Guarani,Fortaleza,2,1,3,0
2003,2003-05-25,Paysandu,Coritiba,1,3,0,3
2003,2003-05-25,Santos,Internacional,2,1,3,0
2003,2003-05-25,Vitória,Cruzeiro,2,1,3,0
2003,2003-05-31,Coritiba,Guarani,3,2,3,0
2003,2003-05-31,Cruzeiro,Criciúma,2,0,3,0
2003,2003-05-31,Fluminense,Athletico PR,2,1,3,0
2003,2003-05-31,Internacional,Paysandu,2,1,3,0
2003,2003-05-31,Ponte Preta,São Caetano,0,0,1,1
2003,2003-06-01,Bahia,Goiás,2,1,3,0
2003,2003-06-01,Corinthians,Vitória,4,0,3,0
2003,2003-06-01,Figueirense,Grêmio,2,1,3,0
2003,2003-06-01,Fortaleza,Juventude,3,1,3,0
2003,2003-06-01,Paraná,Flamengo,6,2,3,0
2003,2003-06-01,Santos,São Paulo,3,2,3,0
2003,2003-06-01,Vasco da Gama,Atlético MG,2,2,1,1
2003,2003-06-07,Atlético MG,Figueirense,1,1,1,1
2003,2003-06-07,Grêmio,Fortaleza,3,1,3,0
2003,2003-06-07,Guarani,Santos,1,2,0,3
2003,2003-06-07,Vitória,Fluminense,2,1,3,0
2003,2003-06-08,Athletico PR,Ponte Preta,4,2,3,0
2003,2003-06-08,Criciúma,Internacional,1,0,3,0
2003,2003-06-08,Goiás,Coritiba,1,2,0,3
2003,2003-06-08,Juventude,Vasco da Gama,0,0,1,1
2003,2003-06-08,Paysandu,Paraná,3,0,3,0
2003,2003-06-08,São Caetano,Corinthians,1,0,3,0
2003,2003-06-08,São Paulo,Bahia,2,2,1,1
2003,2003-06-14,Fluminense,Goiás,2,3,0,3
2003,2003-06-14,Ponte Preta,Guarani,0,2,0,3
2003,2003-06-14,Coritiba,Athletico PR,2,0,3,0
2003,2003-06-15,Bahia,Vitória,2,1,3,0
2003,2003-06-15,Corinthians,São Paulo,1,2,0,3
2003,2003-06-15,Criciúma,Figueirense,1,0,3,0
2003,2003-06-15,Cruzeiro,Atlético MG,0,0,1,1
2003,2003-06-15,Fortaleza,Paysandu,1,2,0,3
2003,2003-06-15,Grêmio,Internacional,0,0,1,1
2003,2003-06-15,Paraná,Juventude,1,2,0,3
2003,2003-06-15,Santos,São Caetano,0,1,0,3
2003,2003-06-15,Vasco da Gama,Flamengo,1,2,0,3
2003,2003-06-18,Flamengo,Cruzeiro,3,0,3,0
2003,2003-06-19,Bahia,Coritiba,2,2,1,1
2003,2003-06-21,Atlético MG,Grêmio,3,2,3,0
2003,2003-06-21,São Paulo,Goiás,1,0,3,0
2003,2003-06-21,Vasco da Gama,Criciúma,2,0,3,0
2003,2003-06-21,Internacional,Paraná,2,1,3,0
2003,2003-06-22,Figueirense,Fortaleza,2,2,1,1
2003,2003-06-22,Fluminense,Guarani,5,2,3,0
2003,2003-06-22,Juventude,Cruzeiro,0,1,0,3
2003,2003-06-22,Paysandu,Flamengo,2,2,1,1
2003,2003-06-22,Ponte Preta,Corinthians,3,3,1,1
2003,2003-06-22,São Caetano,Vitória,2,1,3,0
2003,2003-06-28,Coritiba,São Caetano,2,0,3,0
2003,2003-06-28,Flamengo,Figueirense,0,2,0,3
2003,2003-06-28,Fortaleza,Vasco da Gama,0,1,0,3
2003,2003-06-28,Grêmio,Juventude,1,4,0,3
2003,2003-06-28,Santos,Bahia,4,0,3,0
2003,2003-06-29,Corinthians,Fluminense,1,0,3,0
2003,2003-06-29,Criciúma,Paysandu,2,0,3,0
2003,2003-06-29,Cruzeiro,Internacional,3,2,3,0
2003,2003-06-29,Guarani,São Paulo,0,1,0,3
2003,2003-06-29,Paraná,Atlético MG,1,1,1,1
2003,2003-06-29,Vitória,Athletico PR,1,0,3,0
2003,2003-07-05,Vasco da Gama,Paraná,1,4,0,3
2003,2003-07-05,São Paulo,São Caetano,1,1,1,1
2003,2003-07-05,Atlético MG,Paysandu,3,2,3,0
2003,2003-07-05,Figueirense,Cruzeiro,1,0,3,0
2003,2003-07-06,Juventude,Internacional,1,1,1,1
2003,2003-07-06,Grêmio,Flamengo,2,0,3,0
2003,2003-07-06,Fluminense,Bahia,1,0,3,0
2003,2003-07-06,Guarani,Goiás,3,2,3,0
2003,2003-07-06,Athletico PR,Corinthians,3,1,3,0
2003,2003-07-06,Fortaleza,Criciúma,0,1,0,3
2003,2003-07-06,Vitória,Ponte Preta,1,4,0,3
2003,2003-07-06,Santos,Coritiba,3,1,3,0
2003,2003-07-09,Cruzeiro,Fortaleza,2,0,3,0
2003,2003-07-09,Bahia,Guarani,2,0,3,0
2003,2003-07-09,São Caetano,Athletico PR,0,0,1,1
2003,2003-07-09,Flamengo,Juventude,2,1,3,0
2003,2003-07-09,Internacional,Vasco da Gama,2,1,3,0
2003,2003-07-09,Goiás,Vitória,1,1,1,1
2003,2003-07-09,Coritiba,São Paulo,0,2,0,3
2003,2003-07-09,Paysandu,Figueirense,1,0,3,0
2003,2003-07-09,Corinthians,Santos,1,1,1,1
2003,2003-07-10,Paraná,Grêmio,3,1,3,0
2003,2003-07-10,Ponte Preta,Fluminense,3,0,3,0
2003,2003-07-10,Criciúma,Atlético MG,1,0,3,0
2003,2003-07-12,Athletico PR,Goiás,0,0,1,1
2003,2003-07-12,Fortaleza,Internacional,3,0,3,0
2003,2003-07-12,Vasco da Gama,Paysandu,0,2,0,3
2003,2003-07-13,Atlético MG,Flamengo,1,0,3,0
2003,2003-07-13,Corinthians,Coritiba,0,1,0,3
2003,2003-07-13,Criciúma,Juventude,3,0,3,0
2003,2003-07-13,Figueirense,Paraná,4,2,3,0
2003,2003-07-13,Fluminense,São Paulo,1,3,0,3
2003,2003-07-13,Grêmio,Cruzeiro,0,1,0,3
2003,2003-07-13,Ponte Preta,Bahia,1,0,3,0
2003,2003-07-13,São Caetano,Guarani,0,2,0,3
2003,2003-07-13,Vitória,Santos,2,0,3,0
2003,2003-07-16,Bahia,São Caetano,0,0,1,1
2003,2003-07-16,Coritiba,Fluminense,3,0,3,0
2003,2003-07-16,Cruzeiro,Vasco da Gama,4,1,3,0
2003,2003-07-16,Flamengo,Fortaleza,0,2,0,3
2003,2003-07-16,Goiás,Corinthians,1,1,1,1
2003,2003-07-16,Guarani,Vitória,2,2,1,1
2003,2003-07-16,Internacional,Atlético MG,3,3,1,1
2003,2003-07-16,Juventude,Figueirense,1,2,0,3
2003,2003-07-16,Santos,Ponte Preta,2,1,3,0
2003,2003-07-17,Paysandu,Grêmio,1,1,1,1
2003,2003-07-17,São Paulo,Athletico PR,2,0,3,0
2003,2003-07-19,Corinthians,Guarani,1,0,3,0
2003,2003-07-19,Fluminense,Santos,1,4,0,3
2003,2003-07-19,Fortaleza,Atlético MG,4,3,3,0
2003,2003-07-19,Internacional,Figueirense,3,0,3,0
2003,2003-07-20,Juventude,Paysandu,2,0,3,0
2003,2003-07-20,Athletico PR,Bahia,2,1,3,0
2003,2003-07-20,Criciúma,Flamengo,4,3,3,0
2003,2003-07-20,Cruzeiro,Paraná,5,1,3,0
2003,2003-07-20,Goiás,São Caetano,2,1,3,0
2003,2003-07-20,Ponte Preta,Coritiba,1,1,1,1
2003,2003-07-20,Vasco da Gama,Grêmio,2,0,3,0
2003,2003-07-20,Vitória,São Paulo,0,2,0,3
2003,2003-07-23,Atlético MG,Juventude,2,1,3,0
2003,2003-07-23,Bahia,Corinthians,0,0,1,1
2003,2003-07-23,Figueirense,Vasco da Gama,0,0,1,1
2003,2003-07-23,Guarani,Athletico PR,1,0,3,0
2003,2003-07-23,Paraná,Fortaleza,4,1,3,0
2003,2003-07-23,Paysandu,Cruzeiro,3,0,3,0
2003,2003-07-23,Santos,Goiás,3,3,1,1
2003,2003-07-24,Coritiba,Vitória,1,1,1,1
2003,2003-07-24,Flamengo,Internacional,2,1,3,0
2003,2003-07-24,Grêmio,Criciúma,0,2,0,3
2003,2003-07-24,São Caetano,Fluminense,2,0,3,0
2003,2003-07-24,São Paulo,Ponte Preta,1,2,0,3
2003,2003-07-26,Athletico PR,Paysandu,1,1,1,1
2003,2003-07-26,Goiás,Atlético MG,1,1,1,1
2003,2003-07-26,Santos,Vasco da Gama,2,1,3,0
2003,2003-07-27,Corinthians,Grêmio,1,0,3,0
2003,2003-07-27,Criciúma,Coritiba,2,3,0,3
2003,2003-07-27,Cruzeiro,Bahia,5,2,3,0
2003,2003-07-27,Flamengo,São Paulo,1,1,1,1
2003,2003-07-27,Fortaleza,Ponte Preta,2,3,0,3
2003,2003-07-27,Guarani,Figueirense,3,0,3,0
2003,2003-07-27,Internacional,São Caetano,0,0,1,1
2003,2003-07-27,Juventude,Fluminense,2,1,3,0
2003,2003-07-27,Vitória,Paraná,0,3,0,3
2003,2003-07-30,Athletico PR,Santos,0,2,0,3
2003,2003-07-30,Goiás,Ponte Preta,0,0,1,1
2003,2003-07-31,Paraná,Criciúma,2,1,3,0
2003,2003-08-02,Fluminense,Cruzeiro,2,2,1,1
2003,2003-08-02,Grêmio,Santos,2,0,3,0
2003,2003-08-02,São Caetano,Juventude,1,1,1,1
2003,2003-08-02,São Paulo,Internacional,0,2,0,3
2003,2003-08-03,Atlético MG,Vitória,1,0,3,0
2003,2003-08-03,Bahia,Criciúma,2,2,1,1
2003,2003-08-03,Coritiba,Fortaleza,1,1,1,1
2003,2003-08-03,Figueirense,Goiás,0,1,0,3
2003,2003-08-03,Paraná,Corinthians,1,1,1,1
2003,2003-08-03,Paysandu,Guarani,6,1,3,0
2003,2003-08-03,Ponte Preta,Flamengo,1,1,1,1
2003,2003-08-03,Vasco da Gama,Athletico PR,2,1,3,0
2003,2003-08-06,Athletico PR,Paraná,1,0,3,0
2003,2003-08-06,Criciúma,São Caetano,0,1,0,3
2003,2003-08-06,Cruzeiro,São Paulo,1,1,1,1
2003,2003-08-06,Fortaleza,Fluminense,3,1,3,0
2003,2003-08-06,Goiás,Vasco da Gama,3,1,3,0
2003,2003-08-06,Juventude,Ponte Preta,0,0,1,1
2003,2003-08-06,Santos,Atlético MG,3,3,1,1
2003,2003-08-06,Vitória,Paysandu,1,1,1,1
2003,2003-08-07,Corinthians,Figueirense,0,1,0,3
2003,2003-08-07,Flamengo,Bahia,6,0,3,0
2003,2003-08-07,Guarani,Grêmio,2,0,3,0
2003,2003-08-07,Internacional,Coritiba,1,0,3,0
2003,2003-08-09,Fluminense,Criciúma,1,1,1,1
2003,2003-08-09,Paraná,Santos,1,2,0,3
2003,2003-08-09,São Caetano,Cruzeiro,2,0,3,0
2003,2003-08-09,São Paulo,Juventude,3,1,3,0
2003,2003-08-10,Atlético MG,Corinthians,2,3,0,3
2003,2003-08-10,Bahia,Fortaleza,1,0,3,0
2003,2003-08-10,Coritiba,Flamengo,5,0,3,0
2003,2003-08-10,Figueirense,Vitória,1,2,0,3
2003,2003-08-10,Grêmio,Athletico PR,1,1,1,1
2003,2003-08-10,Paysandu,Goiás,2,2,1,1
2003,2003-08-10,Ponte Preta,Internacional,1,4,0,3
2003,2003-08-10,Vasco da Gama,Guarani,0,0,1,1
2003,2003-08-16,Atlético MG,Athletico PR,1,2,0,3
2003,2003-08-16,Bahia,Internacional,1,3,0,3
2003,2003-08-16,Coritiba,Juventude,1,0,3,0
2003,2003-08-16,Figueirense,Santos,1,0,3,0
2003,2003-08-16,São Paulo,Criciúma,0,0,1,1
2003,2003-08-16,Vasco da Gama,Vitória,1,0,3,0
2003,2003-08-17,Fluminense,Flamengo,0,1,0,3
2003,2003-08-17,Grêmio,Goiás,0,1,0,3
2003,2003-08-17,Paraná,Guarani,0,0,1,1
2003,2003-08-17,Paysandu,Corinthians,2,2,1,1
2003,2003-08-17,Ponte Preta,Cruzeiro,1,3,0,3
2003,2003-08-17,São Caetano,Fortaleza,3,0,3,0
2003,2003-08-20,Athletico PR,Figueirense,1,2,0,3
2003,2003-08-20,Corinthians,Vasco da Gama,0,0,1,1
2003,2003-08-20,Cruzeiro,Coritiba,2,2,1,1
2003,2003-08-20,Flamengo,São Caetano,1,0,3,0
2003,2003-08-20,Fortaleza,São Paulo,0,2,0,3
2003,2003-08-20,Goiás,Paraná,1,0,3,0
2003,2003-08-20,Juventude,Bahia,1,0,3,0
2003,2003-08-20,Santos,Paysandu,2,0,3,0
2003,2003-08-20,Vitória,Grêmio,4,1,3,0
2003,2003-08-21,Guarani,Atlético MG,2,2,1,1
2003,2003-08-21,Criciúma,Ponte Preta,3,0,3,0
2003,2003-08-21,Internacional,Fluminense,0,1,0,3
2003,2003-08-23,Athletico PR,Fortaleza,3,1,3,0
2003,2003-08-23,Goiás,Cruzeiro,1,0,3,0
2003,2003-08-23,Grêmio,São Caetano,0,0,1,1
2003,2003-08-23,Santos,Flamengo,2,1,3,0
2003,2003-08-24,Atlético MG,Bahia,1,0,3,0
2003,2003-08-24,Corinthians,Internacional,3,1,3,0
2003,2003-08-24,Figueirense,Coritiba,1,2,0,3
2003,2003-08-24,Guarani,Criciúma,1,0,3,0
2003,2003-08-24,Paraná,Fluminense,2,0,3,0
2003,2003-08-24,Paysandu,Ponte Preta,3,2,3,0
2003,2003-08-24,Vasco da Gama,São Paulo,3,2,3,0
2003,2003-08-24,Vitória,Juventude,3,0,3,0
2003,2003-08-30,Cruzeiro,Guarani,4,1,3,0
2003,2003-08-30,Fluminense,Grêmio,2,0,3,0
2003,2003-08-30,Fortaleza,Santos,0,0,1,1
2003,2003-08-30,Internacional,Vitória,0,1,0,3
2003,2003-08-30,São Paulo,Paysandu,1,0,3,0
2003,2003-08-31,Bahia,Paraná,4,2,3,0
2003,2003-08-31,Coritiba,Atlético MG,2,2,1,1
2003,2003-08-31,Criciúma,Athletico PR,2,0,3,0
2003,2003-08-31,Flamengo,Corinthians,1,0,3,0
2003,2003-08-31,Juventude,Goiás,0,2,0,3
2003,2003-08-31,Ponte Preta,Figueirense,1,1,1,1
2003,2003-08-31,São Caetano,Vasco da Gama,1,0,3,0
2003,2003-09-13,Athletico PR,Cruzeiro,1,4,0,3
2003,2003-09-13,Corinthians,Fortaleza,2,0,3,0
2003,2003-09-13,Grêmio,Bahia,1,1,1,1
2003,2003-09-13,Santos,Criciúma,5,2,3,0
2003,2003-09-14,Atlético MG,Ponte Preta,2,0,3,0
2003,2003-09-14,Figueirense,São Paulo,2,2,1,1
2003,2003-09-14,Goiás,Internacional,3,1,3,0
2003,2003-09-14,Guarani,Juventude,2,0,3,0
2003,2003-09-14,Paraná,Coritiba,2,3,0,3
2003,2003-09-14,Paysandu,São Caetano,1,0,3,0
2003,2003-09-14,Vasco da Gama,Fluminense,1,0,3,0
2003,2003-09-14,Vitória,Flamengo,1,0,3,0
2003,2003-09-20,Coritiba,Grêmio,1,0,3,0
2003,2003-09-20,Cruzeiro,Santos,3,0,3,0
2003,2003-09-20,Ponte Preta,Paraná,4,0,3,0
2003,2003-09-20,Fluminense,Paysandu,1,1,1,1
2003,2003-09-20,Internacional,Guarani,2,0,3,0
2003,2003-09-21,Bahia,Vasco da Gama,3,0,3,0
2003,2003-09-21,Criciúma,Corinthians,1,0,3,0
2003,2003-09-21,Flamengo,Goiás,1,1,1,1
2003,2003-09-21,Fortaleza,Vitória,1,0,3,0
2003,2003-09-21,Juventude,Athletico PR,4,0,3,0
2003,2003-09-21,São Caetano,Figueirense,0,2,0,3
2003,2003-09-21,São Paulo,Atlético MG,2,2,1,1
2003,2003-09-24,Goiás,Fortaleza,0,1,0,3
2003,2003-09-24,Paysandu,Bahia,4,0,3,0
2003,2003-09-24,Vitória,Criciúma,1,1,1,1
2003,2003-09-24,Grêmio,Ponte Preta,2,2,1,1
2003,2003-09-24,Athletico PR,Internacional,2,1,3,0
2003,2003-09-24,Santos,Juventude,1,1,1,1
2003,2003-09-24,Guarani,Flamengo,5,3,3,0
2003,2003-09-24,Paraná,São Paulo,4,2,3,0
2003,2003-09-24,Corinthians,Cruzeiro,0,1,0,3
2003,2003-09-25,Atlético MG,São Caetano,3,1,3,0
2003,2003-09-25,Figueirense,Fluminense,2,2,1,1
2003,2003-09-25,Vasco da Gama,Coritiba,1,0,3,0
2003,2003-09-27,Flamengo,Athletico PR,2,1,3,0
2003,2003-09-27,Internacional,Santos,1,0,3,0
2003,2003-09-27,São Paulo,Grêmio,3,1,3,0
2003,2003-09-28,Bahia,Figueirense,1,1,1,1
2003,2003-09-28,Coritiba,Paysandu,1,0,3,0
2003,2003-09-28,Criciúma,Goiás,1,0,3,0
2003,2003-09-28,Cruzeiro,Vitória,1,0,3,0
2003,2003-09-28,Fluminense,Atlético MG,0,1,0,3
2003,2003-09-28,Fortaleza,Guarani,3,0,3,0
2003,2003-09-28,Juventude,Corinthians,6,1,3,0
2003,2003-09-28,Ponte Preta,Vasco da Gama,2,2,1,1
2003,2003-09-28,São Caetano,Paraná,2,0,3,0
2003,2003-10-04,Athletico PR,Fluminense,0,0,1,1
2003,2003-10-04,Paysandu,Internacional,0,0,1,1
2003,2003-10-04,Grêmio,Figueirense,3,1,3,0
2003,2003-10-04,São Caetano,Ponte Preta,1,0,3,0
2003,2003-10-04,São Paulo,Santos,1,2,0,3
2003,2003-10-05,Vitória,Corinthians,1,2,0,3
2003,2003-10-05,Flamengo,Paraná,0,3,0,3
2003,2003-10-05,Goiás,Bahia,3,1,3,0
2003,2003-10-05,Atlético MG,Vasco da Gama,2,1,3,0
2003,2003-10-05,Juventude,Fortaleza,2,2,1,1
2003,2003-10-05,Criciúma,Cruzeiro,1,3,0,3
2003,2003-10-05,Guarani,Coritiba,2,1,3,0
2003,2003-10-08,Cruzeiro,Flamengo,2,0,3,0
2003,2003-10-08,Coritiba,Goiás,1,0,3,0
2003,2003-10-08,Bahia,São Paulo,3,0,3,0
2003,2003-10-08,Santos,Guarani,1,1,1,1
2003,2003-10-08,Ponte Preta,Athletico PR,2,2,1,1
2003,2003-10-08,Fortaleza,Grêmio,2,2,1,1
2003,2003-10-08,Vasco da Gama,Juventude,1,1,1,1
2003,2003-10-08,Corinthians,São Caetano,0,3,0,3
2003,2003-10-09,Fluminense,Vitória,2,0,3,0
2003,2003-10-09,Paraná,Paysandu,4,2,3,0
2003,2003-10-09,Figueirense,Atlético MG,0,1,0,3
2003,2003-10-09,Internacional,Criciúma,2,0,3,0
2003,2003-10-11,São Caetano,Santos,2,2,1,1
2003,2003-10-11,Athletico PR,Coritiba,2,0,3,0
2003,2003-10-11,Guarani,Ponte Preta,1,3,0,3
2003,2003-10-12,Vitória,Bahia,2,1,3,0
2003,2003-10-12,Flamengo,Vasco da Gama,2,1,3,0
2003,2003-10-12,Goiás,Fluminense,6,1,3,0
2003,2003-10-12,São Paulo,Corinthians,3,0,3,0
2003,2003-10-12,Atlético MG,Cruzeiro,0,1,0,3
2003,2003-10-12,Internacional,Grêmio,0,1,0,3
2003,2003-10-12,Juventude,Paraná,1,1,1,1
2003,2003-10-12,Figueirense,Criciúma,4,2,3,0
2003,2003-10-15,Paysandu,Fortaleza,3,0,3,0
2003,2003-10-18,Coritiba,Bahia,3,2,3,0
2003,2003-10-18,Grêmio,Atlético MG,2,2,1,1
2003,2003-10-18,Flamengo,Paysandu,2,0,3,0
2003,2003-10-18,Goiás,São Paulo,3,1,3,0
2003,2003-10-18,Guarani,Fluminense,2,0,3,0
2003,2003-10-19,Corinthians,Ponte Preta,3,0,3,0
2003,2003-10-19,Santos,Athletico PR,3,2,3,0
2003,2003-10-19,Paraná,Internacional,4,0,3,0
2003,2003-10-19,Criciúma,Vasco da Gama,2,1,3,0
2003,2003-10-19,Fortaleza,Figueirense,1,1,1,1
2003,2003-10-19,Vitória,São Caetano,0,0,1,1
2003,2003-10-19,Cruzeiro,Juventude,1,2,0,3
2003,2003-10-22,São Caetano,Coritiba,2,0,3,0
2003,2003-10-22,Figueirense,Flamengo,0,0,1,1
2003,2003-10-22,Fluminense,Corinthians,1,0,3,0
2003,2003-10-22,Ponte Preta,Goiás,0,2,0,3
2003,2003-10-22,Bahia,Santos,4,7,0,3
2003,2003-10-22,Athletico PR,Vitória,1,2,0,3
2003,2003-10-22,Internacional,Cruzeiro,1,0,3,0
2003,2003-10-23,Paysandu,Criciúma,4,0,3,0
2003,2003-10-23,Atlético MG,Paraná,2,2,1,1
2003,2003-10-23,Juventude,Grêmio,1,2,0,3
2003,2003-10-23,Vasco da Gama,Fortaleza,1,1,1,1
2003,2003-10-23,São Paulo,Guarani,3,3,1,1
2003,2003-10-25,Bahia,Fluminense,2,2,1,1
2003,2003-10-25,Cruzeiro,Figueirense,1,0,3,0
2003,2003-10-25,Coritiba,Santos,0,4,0,3
2003,2003-10-25,Ponte Preta,Vitória,1,1,1,1
2003,2003-10-26,Paysandu,Atlético MG,1,0,3,0
2003,2003-10-26,Paraná,Vasco da Gama,3,3,1,1
2003,2003-10-26,Flamengo,Grêmio,2,1,3,0
2003,2003-10-26,Corinthians,Athletico PR,2,3,0,3
